population,pop_no,cons_unit,group_1,run_time,juv_lh,year,w_spawn,h_spawn,tot_spawn,method,quality
harrison,1,lower_fraser,1,fall,ocean_early,1979,78000,0,78000,peak_live,med_low
harrison,1,lower_fraser,1,fall,ocean_early,1980,52000,0,52000,peak_live,med_low
harrison,1,lower_fraser,1,fall,ocean_early,1981,104000,0,104000,peak_live,med_low
harrison,1,lower_fraser,1,fall,ocean_early,1982,114400,0,114400,peak_live,med_low
harrison,1,lower_fraser,1,fall,ocean_early,1983,31200,0,31200,peak_live,med_low
harrison,1,lower_fraser,1,fall,ocean_early,1984,122099,302,122401,mark_recapture,med_high
harrison,1,lower_fraser,1,fall,ocean_early,1985,173916,1501,175417,mark_recapture,med_high
harrison,1,lower_fraser,1,fall,ocean_early,1986,162358,969,163327,mark_recapture,med_high
harrison,1,lower_fraser,1,fall,ocean_early,1987,77610,2344,79954,mark_recapture,med_high
harrison,1,lower_fraser,1,fall,ocean_early,1988,35010,571,35581,mark_recapture,med_high
harrison,1,lower_fraser,1,fall,ocean_early,1989,74615,1468,76083,mark_recapture,med_high
harrison,1,lower_fraser,1,fall,ocean_early,1990,175087,3765,178852,mark_recapture,med_high
harrison,1,lower_fraser,1,fall,ocean_early,1991,90089,1988,92077,mark_recapture,med_high
harrison,1,lower_fraser,1,fall,ocean_early,1992,128277,4106,132383,mark_recapture,med_high
harrison,1,lower_fraser,1,fall,ocean_early,1993,109429,11057,120486,mark_recapture,med_high
harrison,1,lower_fraser,1,fall,ocean_early,1994,95692,3965,99657,mark_recapture,med_high
harrison,1,lower_fraser,1,fall,ocean_early,1995,27847,988,28835,mark_recapture,med_high
harrison,1,lower_fraser,1,fall,ocean_early,1996,32029,6612,38641,mark_recapture,med_high
harrison,1,lower_fraser,1,fall,ocean_early,1997,66085,5870,71955,mark_recapture,med_high
harrison,1,lower_fraser,1,fall,ocean_early,1998,185655,15606,201261,mark_recapture,med_high
harrison,1,lower_fraser,1,fall,ocean_early,1999,95787,9749,105536,mark_recapture,med_high
harrison,1,lower_fraser,1,fall,ocean_early,2000,75689,3452,79141,mark_recapture,med_high
harrison,1,lower_fraser,1,fall,ocean_early,2001,101975,7861,109836,mark_recapture,med_high
harrison,1,lower_fraser,1,fall,ocean_early,2002,81690,2720,84410,mark_recapture,med_high
harrison,1,lower_fraser,1,fall,ocean_early,2003,238966,8952,247918,mark_recapture,med_high
harrison,1,lower_fraser,1,fall,ocean_early,2004,132146,8124,140270,mark_recapture,med_high
harrison,1,lower_fraser,1,fall,ocean_early,2005,79395,9391,88786,mark_recapture,med_high
harrison,1,lower_fraser,1,fall,ocean_early,2006,54008,6629,60637,mark_recapture,med_high
harrison,1,lower_fraser,1,fall,ocean_early,2007,72831,3834,76665,mark_recapture,med_high
harrison,1,lower_fraser,1,fall,ocean_early,2008,35129,6676,41805,mark_recapture,med_high
harrison,1,lower_fraser,1,fall,ocean_early,2009,68299,1982,70281,mark_recapture,med_high
harrison,1,lower_fraser,1,fall,ocean_early,2010,101315,2377,103692,mark_recapture,med_high
harrison,1,lower_fraser,1,fall,ocean_early,2011,121065,2814,123879,mark_recapture,med_high
harrison,1,lower_fraser,1,fall,ocean_early,2012,43092,1599,44691,mark_recapture,med_high
harrison,1,lower_fraser,1,fall,ocean_early,2013,41527,1633,43160,mark_recapture,med_high
harrison,1,lower_fraser,1,fall,ocean_early,2014,43368,1547,44915,mark_recapture,med_high
harrison,1,lower_fraser,1,fall,ocean_early,2015,100038,1836,101874,mark_recapture,med_high
harrison,1,lower_fraser,1,fall,ocean_early,2016,40004,1694,41698,mark_recapture,med_high
harrison,1,lower_fraser,1,fall,ocean_early,2017,28605,1535,30140,mark_recapture,med_high
harrison,1,lower_fraser,1,fall,ocean_early,2018,44258,2733,46991,mark_recapture,med_high
harrison,1,lower_fraser,1,fall,ocean_early,2019,43645,2227,45872,mark_recapture,med_high
birkenhead,2,lower_fraser,1,spring,stream,1979,241,0,241,peak_live,med_low
birkenhead,2,lower_fraser,1,spring,stream,1980,340,0,340,peak_live,med_low
birkenhead,2,lower_fraser,1,spring,stream,1981,135,0,135,peak_live,med_low
birkenhead,2,lower_fraser,1,spring,stream,1982,475,0,475,peak_live,med_low
birkenhead,2,lower_fraser,1,spring,stream,1983,640,0,640,peak_live,med_low
birkenhead,2,lower_fraser,1,spring,stream,1984,350,0,350,peak_live,med_low
birkenhead,2,lower_fraser,1,spring,stream,1985,283,0,283,peak_live,med_low
birkenhead,2,lower_fraser,1,spring,stream,1986,223,0,223,peak_live,med_low
birkenhead,2,lower_fraser,1,spring,stream,1987,113,0,113,peak_live,med_low
birkenhead,2,lower_fraser,1,spring,stream,1988,501,0,501,peak_live,med_low
birkenhead,2,lower_fraser,1,spring,stream,1989,509,0,509,peak_live,med_low
birkenhead,2,lower_fraser,1,spring,stream,1990,353,0,353,peak_live,med_low
birkenhead,2,lower_fraser,1,spring,stream,1991,265,0,265,peak_live,med_low
birkenhead,2,lower_fraser,1,spring,stream,1992,738,0,738,peak_live,med_low
birkenhead,2,lower_fraser,1,spring,stream,1993,268,0,268,peak_live,med_low
birkenhead,2,lower_fraser,1,spring,stream,1994,371,0,371,peak_live,med_low
birkenhead,2,lower_fraser,1,spring,stream,1995,162,0,162,peak_live,med_low
birkenhead,2,lower_fraser,1,spring,stream,1996,292,0,292,peak_live,med_low
birkenhead,2,lower_fraser,1,spring,stream,1997,573,0,573,peak_live,med_low
birkenhead,2,lower_fraser,1,spring,stream,1998,567,0,567,peak_live,med_low
birkenhead,2,lower_fraser,1,spring,stream,1999,147,0,147,peak_live,med_low
birkenhead,2,lower_fraser,1,spring,stream,2000,404,0,404,peak_live,med_low
birkenhead,2,lower_fraser,1,spring,stream,2001,703,0,703,peak_live,med_low
birkenhead,2,lower_fraser,1,spring,stream,2002,512,0,512,peak_live,med_low
birkenhead,2,lower_fraser,1,spring,stream,2003,480,0,480,peak_live,med_low
birkenhead,2,lower_fraser,1,spring,stream,2004,202,0,202,peak_live,med_low
birkenhead,2,lower_fraser,1,spring,stream,2005,1491,0,1491,peak_live,med_low
birkenhead,2,lower_fraser,1,spring,stream,2006,1259,0,1259,peak_live,med_low
birkenhead,2,lower_fraser,1,spring,stream,2007,1968,0,1968,peak_live,med_low
birkenhead,2,lower_fraser,1,spring,stream,2008,234,0,234,peak_live,med_low
birkenhead,2,lower_fraser,1,spring,stream,2009,631,0,631,peak_live,med_low
birkenhead,2,lower_fraser,1,spring,stream,2010,1520,0,1520,peak_live,med_low
birkenhead,2,lower_fraser,1,spring,stream,2011,941,0,941,peak_live,med_low
birkenhead,2,lower_fraser,1,spring,stream,2012,624,0,624,peak_live,med_low
birkenhead,2,lower_fraser,1,spring,stream,2013,224,0,224,peak_live,med_low
birkenhead,2,lower_fraser,1,spring,stream,2014,383,0,383,peak_live,med_low
birkenhead,2,lower_fraser,1,spring,stream,2015,508,0,508,peak_live,med_low
birkenhead,2,lower_fraser,1,spring,stream,2016,238,0,238,peak_live,med_low
birkenhead,2,lower_fraser,1,spring,stream,2017,320,0,320,peak_live,med_low
birkenhead,2,lower_fraser,1,spring,stream,2018,144,0,144,peak_live,med_low
birkenhead,2,lower_fraser,1,spring,stream,2019,178,0,178,peak_live,med_low
nicola,3,lower_thompson,1,spring,stream,1979,3017,0,3017,run_reconstruction,med_low
nicola,3,lower_thompson,1,spring,stream,1980,6180,0,6180,run_reconstruction,med_low
nicola,3,lower_thompson,1,spring,stream,1981,3258,0,3258,run_reconstruction,med_low
nicola,3,lower_thompson,1,spring,stream,1982,4737,0,4737,run_reconstruction,med_low
nicola,3,lower_thompson,1,spring,stream,1983,2407,0,2407,run_reconstruction,med_low
nicola,3,lower_thompson,1,spring,stream,1984,4679,0,4679,run_reconstruction,med_low
nicola,3,lower_thompson,1,spring,stream,1985,4950,2138,7088,run_reconstruction,med_low
nicola,3,lower_thompson,1,spring,stream,1986,5893,2287,8180,run_reconstruction,med_low
nicola,3,lower_thompson,1,spring,stream,1987,3734,1089,4823,run_reconstruction,med_low
nicola,3,lower_thompson,1,spring,stream,1988,3072,629,3701,run_reconstruction,med_low
nicola,3,lower_thompson,1,spring,stream,1989,3940,1032,4972,run_reconstruction,med_low
nicola,3,lower_thompson,1,spring,stream,1990,2948,471,3419,run_reconstruction,med_low
nicola,3,lower_thompson,1,spring,stream,1991,761,2838,3599,run_reconstruction,med_low
nicola,3,lower_thompson,1,spring,stream,1992,4896,849,5745,run_reconstruction,med_low
nicola,3,lower_thompson,1,spring,stream,1993,2648,2554,5202,run_reconstruction,med_low
nicola,3,lower_thompson,1,spring,stream,1994,3335,6318,9653,run_reconstruction,med_low
nicola,3,lower_thompson,1,spring,stream,1995,4504,6270,10774,mark_recapture,med_high
nicola,3,lower_thompson,1,spring,stream,1996,17238,745,17983,mark_recapture,med_high
nicola,3,lower_thompson,1,spring,stream,1997,9175,572,9747,mark_recapture,med_high
nicola,3,lower_thompson,1,spring,stream,1998,1376,348,1724,mark_recapture,med_high
nicola,3,lower_thompson,1,spring,stream,1999,3116,5165,8281,mark_recapture,med_high
nicola,3,lower_thompson,1,spring,stream,2000,5450,2859,8309,mark_recapture,med_high
nicola,3,lower_thompson,1,spring,stream,2001,5888,3217,9105,mark_recapture,med_high
nicola,3,lower_thompson,1,spring,stream,2002,9652,3370,13022,mark_recapture,med_high
nicola,3,lower_thompson,1,spring,stream,2003,11058,3572,14630,mark_recapture,med_high
nicola,3,lower_thompson,1,spring,stream,2004,9708,550,10258,mark_recapture,med_high
nicola,3,lower_thompson,1,spring,stream,2005,3104,264,3368,mark_recapture,med_high
nicola,3,lower_thompson,1,spring,stream,2006,4885,326,5211,mark_recapture,med_high
nicola,3,lower_thompson,1,spring,stream,2007,1043,83,1126,mark_recapture,med_high
nicola,3,lower_thompson,1,spring,stream,2008,4024,510,4534,mark_recapture,med_high
nicola,3,lower_thompson,1,spring,stream,2009,568,126,694,mark_recapture,med_high
nicola,3,lower_thompson,1,spring,stream,2010,2924,2486,5410,mark_recapture,med_high
nicola,3,lower_thompson,1,spring,stream,2011,2271,609,2880,mark_recapture,med_high
nicola,3,lower_thompson,1,spring,stream,2012,5251,591,5842,mark_recapture,med_high
nicola,3,lower_thompson,1,spring,stream,2013,2069,1543,3612,mark_recapture,med_high
nicola,3,lower_thompson,1,spring,stream,2014,6686,563,7249,mark_recapture,med_high
nicola,3,lower_thompson,1,spring,stream,2015,3495,1468,4963,mark_recapture,med_high
nicola,3,lower_thompson,1,spring,stream,2016,1464,835,2299,mark_recapture,med_high
nicola,3,lower_thompson,1,spring,stream,2017,874,979,1853,mark_recapture,med_high
nicola,3,lower_thompson,1,spring,stream,2018,470,1305,1775,mark_recapture,med_high
nicola,3,lower_thompson,1,spring,stream,2019,1811,2219,4030,mark_recapture,med_high
clearwater,4,north_thompson,1,summer,stream,1979,1500,0,1500,peak_live,med_low
clearwater,4,north_thompson,1,summer,stream,1980,2500,0,2500,peak_live,med_low
clearwater,4,north_thompson,1,summer,stream,1981,3000,0,3000,peak_live,med_low
clearwater,4,north_thompson,1,summer,stream,1982,3000,0,3000,peak_live,med_low
clearwater,4,north_thompson,1,summer,stream,1983,4000,0,4000,peak_live,med_low
clearwater,4,north_thompson,1,summer,stream,1984,2800,0,2800,peak_live,med_low
clearwater,4,north_thompson,1,summer,stream,1985,3800,0,3800,peak_live,med_low
clearwater,4,north_thompson,1,summer,stream,1986,6070,0,6070,peak_live,med_low
clearwater,4,north_thompson,1,summer,stream,1987,3516,0,3516,peak_live,med_low
clearwater,4,north_thompson,1,summer,stream,1988,NA,NA,6740,peak_live,med_low
clearwater,4,north_thompson,1,summer,stream,1989,NA,NA,2491,peak_live,med_low
clearwater,4,north_thompson,1,summer,stream,1990,NA,NA,7320,peak_live,med_low
clearwater,4,north_thompson,1,summer,stream,1991,NA,NA,2444,peak_live,med_low
clearwater,4,north_thompson,1,summer,stream,1992,NA,NA,2370,peak_live,med_low
clearwater,4,north_thompson,1,summer,stream,1993,NA,NA,2700,peak_live,med_low
clearwater,4,north_thompson,1,summer,stream,1994,NA,NA,5450,peak_live,med_low
clearwater,4,north_thompson,1,summer,stream,1995,NA,NA,5100,peak_live,med_low
clearwater,4,north_thompson,1,summer,stream,1996,NA,NA,7780,peak_live,med_low
clearwater,4,north_thompson,1,summer,stream,1997,7830,0,7830,peak_live,med_low
clearwater,4,north_thompson,1,summer,stream,1998,7007,0,7007,peak_live,med_low
clearwater,4,north_thompson,1,summer,stream,1999,3837,0,3837,peak_live,med_low
clearwater,4,north_thompson,1,summer,stream,2000,4563,0,4563,peak_live,med_low
clearwater,4,north_thompson,1,summer,stream,2001,3588,0,3588,peak_live,med_low
clearwater,4,north_thompson,1,summer,stream,2002,5689,0,5689,peak_live,med_low
clearwater,4,north_thompson,1,summer,stream,2003,6234,0,6234,peak_live,med_low
clearwater,4,north_thompson,1,summer,stream,2004,4622,0,4622,peak_live,med_low
clearwater,4,north_thompson,1,summer,stream,2005,3519,0,3519,peak_live,med_low
clearwater,4,north_thompson,1,summer,stream,2006,3768,0,3768,peak_live,med_low
clearwater,4,north_thompson,1,summer,stream,2007,1895,0,1895,peak_live,med_low
clearwater,4,north_thompson,1,summer,stream,2008,3307,0,3307,peak_live,med_low
clearwater,4,north_thompson,1,summer,stream,2009,5980,0,5980,peak_live,med_low
clearwater,4,north_thompson,1,summer,stream,2010,1102,0,1102,peak_live,med_low
clearwater,4,north_thompson,1,summer,stream,2011,1198,0,1198,peak_live,med_low
clearwater,4,north_thompson,1,summer,stream,2012,1988,0,1988,peak_live,med_low
clearwater,4,north_thompson,1,summer,stream,2013,2163,0,2163,peak_live,med_low
clearwater,4,north_thompson,1,summer,stream,2014,2769,0,2769,peak_live,med_low
clearwater,4,north_thompson,1,summer,stream,2015,5194,0,5194,peak_live,med_low
clearwater,4,north_thompson,1,summer,stream,2016,697,0,697,peak_live,med_low
clearwater,4,north_thompson,1,summer,stream,2017,1406,0,1406,peak_live,med_low
clearwater,4,north_thompson,1,summer,stream,2018,514,0,514,peak_live,med_low
clearwater,4,north_thompson,1,summer,stream,2019,783,0,783,peak_live,med_low
lower_shuswap,5,shuswap_river,1,summer,ocean_late,1979,16453,0,16453,unknown,med_low
lower_shuswap,5,shuswap_river,1,summer,ocean_late,1980,5723,0,5723,unknown,med_low
lower_shuswap,5,shuswap_river,1,summer,ocean_late,1981,8248,0,8248,unknown,med_low
lower_shuswap,5,shuswap_river,1,summer,ocean_late,1982,2894,0,2894,unknown,med_low
lower_shuswap,5,shuswap_river,1,summer,ocean_late,1983,5396,0,5396,unknown,med_low
lower_shuswap,5,shuswap_river,1,summer,ocean_late,1984,7582,0,7582,unknown,med_low
lower_shuswap,5,shuswap_river,1,summer,ocean_late,1985,10539,0,10539,unknown,med_low
lower_shuswap,5,shuswap_river,1,summer,ocean_late,1986,20763,0,20763,NA,NA
lower_shuswap,5,shuswap_river,1,summer,ocean_late,1987,15989,863,16851,NA,NA
lower_shuswap,5,shuswap_river,1,summer,ocean_late,1988,22802,1823,24625,NA,NA
lower_shuswap,5,shuswap_river,1,summer,ocean_late,1989,14803,3640,18442,NA,NA
lower_shuswap,5,shuswap_river,1,summer,ocean_late,1990,18515,3829,22345,NA,NA
lower_shuswap,5,shuswap_river,1,summer,ocean_late,1991,13987,2635,16621,NA,NA
lower_shuswap,5,shuswap_river,1,summer,ocean_late,1992,21535,1596,23131,NA,NA
lower_shuswap,5,shuswap_river,1,summer,ocean_late,1993,9013,402,9416,NA,NA
lower_shuswap,5,shuswap_river,1,summer,ocean_late,1994,28391,674,29064,NA,NA
lower_shuswap,5,shuswap_river,1,summer,ocean_late,1995,15826,944,16770,NA,NA
lower_shuswap,5,shuswap_river,1,summer,ocean_late,1996,32105,3050,35155,NA,NA
lower_shuswap,5,shuswap_river,1,summer,ocean_late,1997,20558,2296,22854,NA,NA
lower_shuswap,5,shuswap_river,1,summer,ocean_late,1998,32105,2539,34644,NA,NA
lower_shuswap,5,shuswap_river,1,summer,ocean_late,1999,42170,5490,47660,NA,NA
lower_shuswap,5,shuswap_river,1,summer,ocean_late,2000,24500,3561,28061,unknown,med_low
lower_shuswap,5,shuswap_river,1,summer,ocean_late,2001,28991,7041,36032,unknown,med_low
lower_shuswap,5,shuswap_river,1,summer,ocean_late,2002,48777,5801,54578,unknown,med_low
lower_shuswap,5,shuswap_river,1,summer,ocean_late,2003,31410,8846,40256,NA,NA
lower_shuswap,5,shuswap_river,1,summer,ocean_late,2004,15434,1734,17168,unknown,med_low
lower_shuswap,5,shuswap_river,1,summer,ocean_late,2005,16259,1874,18133,unknown,med_low
lower_shuswap,5,shuswap_river,1,summer,ocean_late,2006,55226,4102,59328,unknown,med_low
lower_shuswap,5,shuswap_river,1,summer,ocean_late,2007,15189,979,16168,unknown,med_low
lower_shuswap,5,shuswap_river,1,summer,ocean_late,2008,13897,1264,15161,unknown,med_low
lower_shuswap,5,shuswap_river,1,summer,ocean_late,2009,23222,2308,25530,unknown,med_low
lower_shuswap,5,shuswap_river,1,summer,ocean_late,2010,69057,2625,71682,unknown,med_low
lower_shuswap,5,shuswap_river,1,summer,ocean_late,2011,17500,1718,19218,unknown,med_low
lower_shuswap,5,shuswap_river,1,summer,ocean_late,2012,3769,577,4346,unknown,med_low
lower_shuswap,5,shuswap_river,1,summer,ocean_late,2013,23494,5567,29061,unknown,med_low
lower_shuswap,5,shuswap_river,1,summer,ocean_late,2014,41527,2713,44240,unknown,med_low
lower_shuswap,5,shuswap_river,1,summer,ocean_late,2015,37387,3571,40958,unknown,med_low
lower_shuswap,5,shuswap_river,1,summer,ocean_late,2016,5931,804,6735,unknown,med_low
lower_shuswap,5,shuswap_river,1,summer,ocean_late,2017,12063,1627,13690,unknown,med_low
lower_shuswap,5,shuswap_river,1,summer,ocean_late,2018,14808,2596,17404,unknown,med_low
lower_shuswap,5,shuswap_river,1,summer,ocean_late,2019,25504,4415,29919,unknown,med_low
adams,6,south_thompson,1,summer,ocean_late,1979,1000,0,1000,peak_live,med_low
adams,6,south_thompson,1,summer,ocean_late,1980,350,0,350,peak_live,med_low
adams,6,south_thompson,1,summer,ocean_late,1981,700,0,700,peak_live,med_low
adams,6,south_thompson,1,summer,ocean_late,1982,500,0,500,peak_live,med_low
adams,6,south_thompson,1,summer,ocean_late,1983,250,0,250,peak_live,med_low
adams,6,south_thompson,1,summer,ocean_late,1984,650,0,650,peak_live,med_low
adams,6,south_thompson,1,summer,ocean_late,1985,750,0,750,peak_live,med_low
adams,6,south_thompson,1,summer,ocean_late,1986,2500,0,2500,peak_live,med_low
adams,6,south_thompson,1,summer,ocean_late,1987,2000,0,2000,peak_live,med_low
adams,6,south_thompson,1,summer,ocean_late,1988,1600,0,1600,peak_live,med_low
adams,6,south_thompson,1,summer,ocean_late,1989,1250,0,1250,peak_live,med_low
adams,6,south_thompson,1,summer,ocean_late,1990,1397,0,1397,peak_live,med_low
adams,6,south_thompson,1,summer,ocean_late,1991,2488,0,2488,peak_live,med_low
adams,6,south_thompson,1,summer,ocean_late,1992,1245,0,1245,peak_live,med_low
adams,6,south_thompson,1,summer,ocean_late,1993,885,0,885,peak_live,med_low
adams,6,south_thompson,1,summer,ocean_late,1994,1168,0,1168,peak_live,med_low
adams,6,south_thompson,1,summer,ocean_late,1995,1900,0,1900,peak_live,med_low
adams,6,south_thompson,1,summer,ocean_late,1996,2200,0,2200,peak_live,med_low
adams,6,south_thompson,1,summer,ocean_late,1997,3397,0,3397,peak_live,med_low
adams,6,south_thompson,1,summer,ocean_late,1998,4182,0,4182,peak_live,med_low
adams,6,south_thompson,1,summer,ocean_late,1999,2335,0,2335,peak_live,med_low
adams,6,south_thompson,1,summer,ocean_late,2000,2266,0,2266,peak_live,med_low
adams,6,south_thompson,1,summer,ocean_late,2001,5889,0,5889,peak_live,med_low
adams,6,south_thompson,1,summer,ocean_late,2002,3090,0,3090,peak_live,med_low
adams,6,south_thompson,1,summer,ocean_late,2003,1920,0,1920,peak_live,med_low
adams,6,south_thompson,1,summer,ocean_late,2004,1704,0,1704,peak_live,med_low
adams,6,south_thompson,1,summer,ocean_late,2005,3837,0,3837,peak_live,med_low
adams,6,south_thompson,1,summer,ocean_late,2006,6344,0,6344,peak_live,med_low
adams,6,south_thompson,1,summer,ocean_late,2007,3181,0,3181,peak_live,med_low
adams,6,south_thompson,1,summer,ocean_late,2008,3474,0,3474,peak_live,med_low
adams,6,south_thompson,1,summer,ocean_late,2009,6397,0,6397,peak_live,med_low
adams,6,south_thompson,1,summer,ocean_late,2010,9691,0,9691,peak_live,med_low
adams,6,south_thompson,1,summer,ocean_late,2011,4188,0,4188,peak_live,med_low
adams,6,south_thompson,1,summer,ocean_late,2012,2835,0,2835,peak_live,med_low
adams,6,south_thompson,1,summer,ocean_late,2013,6499,0,6499,peak_live,med_low
adams,6,south_thompson,1,summer,ocean_late,2014,5322,0,5322,peak_live,med_low
adams,6,south_thompson,1,summer,ocean_late,2015,12753,0,12753,peak_live,med_low
adams,6,south_thompson,1,summer,ocean_late,2016,3246,0,3246,peak_live,med_low
adams,6,south_thompson,1,summer,ocean_late,2017,4319,0,4319,peak_live,med_low
adams,6,south_thompson,1,summer,ocean_late,2018,3406,0,3406,peak_live,med_low
adams,6,south_thompson,1,summer,ocean_late,2019,8448,0,8448,peak_live,med_low
south_thompson,7,south_thompson,1,summer,ocean_late,1979,6000,0,6000,peak_live,med_low
south_thompson,7,south_thompson,1,summer,ocean_late,1980,3000,0,3000,peak_live,med_low
south_thompson,7,south_thompson,1,summer,ocean_late,1981,6000,0,6000,peak_live,med_low
south_thompson,7,south_thompson,1,summer,ocean_late,1982,3500,0,3500,peak_live,med_low
south_thompson,7,south_thompson,1,summer,ocean_late,1983,3000,0,3000,peak_live,med_low
south_thompson,7,south_thompson,1,summer,ocean_late,1984,6000,0,6000,peak_live,med_low
south_thompson,7,south_thompson,1,summer,ocean_late,1985,7000,0,7000,peak_live,med_low
south_thompson,7,south_thompson,1,summer,ocean_late,1986,6500,0,6500,peak_live,med_low
south_thompson,7,south_thompson,1,summer,ocean_late,1987,8500,0,8500,peak_live,med_low
south_thompson,7,south_thompson,1,summer,ocean_late,1988,12000,0,12000,peak_live,med_low
south_thompson,7,south_thompson,1,summer,ocean_late,1989,10000,0,10000,peak_live,med_low
south_thompson,7,south_thompson,1,summer,ocean_late,1990,6000,0,6000,peak_live,med_low
south_thompson,7,south_thompson,1,summer,ocean_late,1991,8000,0,8000,peak_live,med_low
south_thompson,7,south_thompson,1,summer,ocean_late,1992,12000,0,12000,peak_live,med_low
south_thompson,7,south_thompson,1,summer,ocean_late,1993,4000,0,4000,peak_live,med_low
south_thompson,7,south_thompson,1,summer,ocean_late,1994,2118,0,2118,peak_live,med_low
south_thompson,7,south_thompson,1,summer,ocean_late,1995,5500,0,5500,peak_live,med_low
south_thompson,7,south_thompson,1,summer,ocean_late,1996,21600,0,21600,peak_live,med_low
south_thompson,7,south_thompson,1,summer,ocean_late,1997,27000,0,27000,peak_live,med_low
south_thompson,7,south_thompson,1,summer,ocean_late,1998,41306,0,41306,peak_live,med_low
south_thompson,7,south_thompson,1,summer,ocean_late,1999,13954,0,13954,peak_live,med_low
south_thompson,7,south_thompson,1,summer,ocean_late,2000,10806,0,10806,peak_live,med_low
south_thompson,7,south_thompson,1,summer,ocean_late,2001,22610,0,22610,peak_live,med_low
south_thompson,7,south_thompson,1,summer,ocean_late,2002,43804,0,43804,peak_live,med_low
south_thompson,7,south_thompson,1,summer,ocean_late,2003,38178,0,38178,peak_live,med_low
south_thompson,7,south_thompson,1,summer,ocean_late,2004,29687,0,29687,peak_live,med_low
south_thompson,7,south_thompson,1,summer,ocean_late,2005,61837,0,61837,peak_live,med_low
south_thompson,7,south_thompson,1,summer,ocean_late,2006,100384,0,100384,peak_live,med_low
south_thompson,7,south_thompson,1,summer,ocean_late,2007,45352,0,45352,peak_live,med_low
south_thompson,7,south_thompson,1,summer,ocean_late,2008,57280,0,57280,peak_live,med_low
south_thompson,7,south_thompson,1,summer,ocean_late,2009,45036,0,45036,peak_live,med_low
south_thompson,7,south_thompson,1,summer,ocean_late,2010,58851,0,58851,peak_live,med_low
south_thompson,7,south_thompson,1,summer,ocean_late,2011,84102,0,84102,peak_live,med_low
south_thompson,7,south_thompson,1,summer,ocean_late,2012,32952,0,32952,peak_live,med_low
south_thompson,7,south_thompson,1,summer,ocean_late,2013,63769,0,63769,peak_live,med_low
south_thompson,7,south_thompson,1,summer,ocean_late,2014,29107,0,29107,peak_live,med_low
south_thompson,7,south_thompson,1,summer,ocean_late,2015,96205,0,96205,peak_live,med_low
south_thompson,7,south_thompson,1,summer,ocean_late,2016,62912,0,62912,peak_live,med_low
south_thompson,7,south_thompson,1,summer,ocean_late,2017,43532,0,43532,peak_live,med_low
south_thompson,7,south_thompson,1,summer,ocean_late,2018,18340,0,18340,peak_live,med_low
south_thompson,7,south_thompson,1,summer,ocean_late,2019,94589,0,94589,peak_live,med_low
little_river,8,south_thompson,NA,summer,ocean_late,2000,2043,0,2043,peak_live,med_low
little_river,8,south_thompson,NA,summer,ocean_late,2001,9885,0,9885,peak_live,med_low
little_river,8,south_thompson,NA,summer,ocean_late,2002,2799,0,2799,peak_live,med_low
little_river,8,south_thompson,NA,summer,ocean_late,2003,2488,0,2488,peak_live,med_low
little_river,8,south_thompson,NA,summer,ocean_late,2004,6014,0,6014,peak_live,med_low
little_river,8,south_thompson,NA,summer,ocean_late,2005,7504,0,7504,peak_live,med_low
little_river,8,south_thompson,NA,summer,ocean_late,2006,8590,0,8590,peak_live,med_low
little_river,8,south_thompson,NA,summer,ocean_late,2007,7352,0,7352,peak_live,med_low
little_river,8,south_thompson,NA,summer,ocean_late,2008,11446,0,11446,peak_live,med_low
little_river,8,south_thompson,NA,summer,ocean_late,2009,7286,0,7286,peak_live,med_low
little_river,8,south_thompson,NA,summer,ocean_late,2010,12454,0,12454,peak_live,med_low
little_river,8,south_thompson,NA,summer,ocean_late,2011,16954,0,16954,peak_live,med_low
little_river,8,south_thompson,NA,summer,ocean_late,2012,7196,0,7196,peak_live,med_low
little_river,8,south_thompson,NA,summer,ocean_late,2013,17227,0,17227,peak_live,med_low
little_river,8,south_thompson,NA,summer,ocean_late,2014,3411,0,3411,peak_live,med_low
little_river,8,south_thompson,NA,summer,ocean_late,2015,25296,0,25296,peak_live,med_low
little_river,8,south_thompson,NA,summer,ocean_late,2016,20047,0,20047,peak_live,med_low
little_river,8,south_thompson,NA,summer,ocean_late,2017,22331,0,22331,peak_live,med_low
little_river,8,south_thompson,NA,summer,ocean_late,2018,5577,0,5577,peak_live,med_low
little_river,8,south_thompson,NA,summer,ocean_late,2019,34190,0,34190,peak_live,med_low
quesnel,9,middle_fraser,NA,summer,stream,2000,1778,0,1778,peak_live,med_low
quesnel,9,middle_fraser,NA,summer,stream,2001,2418,0,2418,peak_live,med_low
quesnel,9,middle_fraser,NA,summer,stream,2002,5514,0,5514,peak_live,med_low
quesnel,9,middle_fraser,NA,summer,stream,2003,5265,0,5265,peak_live,med_low
quesnel,9,middle_fraser,NA,summer,stream,2004,2945,0,2945,peak_live,med_low
quesnel,9,middle_fraser,NA,summer,stream,2005,3173,0,3173,peak_live,med_low
quesnel,9,middle_fraser,NA,summer,stream,2006,2665,0,2665,peak_live,med_low
quesnel,9,middle_fraser,NA,summer,stream,2007,1773,0,1773,peak_live,med_low
quesnel,9,middle_fraser,NA,summer,stream,2008,1383,0,1383,peak_live,med_low
quesnel,9,middle_fraser,NA,summer,stream,2009,1875,0,1875,peak_live,med_low
quesnel,9,middle_fraser,NA,summer,stream,2010,2319,0,2319,peak_live,med_low
quesnel,9,middle_fraser,NA,summer,stream,2011,1428,0,1428,peak_live,med_low
