population,pop_no,cons_unit,group_1,run_time,juv_lh,year,w_spawn,h_spawn,tot_spawn,method,quality
upper_sac_fa,96,sacramento_fall,15,late_fall,ocean,1973,5446,NA,5446,various,medium
upper_sac_fa,96,sacramento_fall,15,late_fall,ocean,1974,18324,NA,18324,various,medium
upper_sac_fa,96,sacramento_fall,15,late_fall,ocean,1975,15814,NA,15814,various,medium
upper_sac_fa,96,sacramento_fall,15,late_fall,ocean,1976,8678,NA,8678,various,medium
upper_sac_fa,96,sacramento_fall,15,late_fall,ocean,1977,11767,NA,11767,various,medium
upper_sac_fa,96,sacramento_fall,15,late_fall,ocean,1978,9572,NA,9572,various,medium
upper_sac_fa,96,sacramento_fall,15,late_fall,ocean,1979,8347,NA,8347,various,medium
upper_sac_fa,96,sacramento_fall,15,late_fall,ocean,1980,6423,NA,6423,various,medium
upper_sac_fa,96,sacramento_fall,15,late_fall,ocean,1981,3734,NA,3734,various,medium
upper_sac_fa,96,sacramento_fall,15,late_fall,ocean,1982,14437,NA,14437,various,medium
upper_sac_fa,96,sacramento_fall,15,late_fall,ocean,1983,6205,NA,6205,various,medium
upper_sac_fa,96,sacramento_fall,15,late_fall,ocean,1984,7929,NA,7929,various,medium
upper_sac_fa,96,sacramento_fall,15,late_fall,ocean,1985,7229,NA,7229,various,medium
upper_sac_fa,96,sacramento_fall,15,late_fall,ocean,1986,15768,NA,15768,various,medium
upper_sac_fa,96,sacramento_fall,15,late_fall,ocean,1987,12103,NA,12103,various,medium
upper_sac_fa,96,sacramento_fall,15,late_fall,ocean,1988,11990,NA,11990,various,medium
upper_sac_fa,96,sacramento_fall,15,late_fall,ocean,1989,6792,NA,6792,various,medium
upper_sac_fa,96,sacramento_fall,15,late_fall,ocean,1990,6493,NA,6493,various,medium
upper_sac_fa,96,sacramento_fall,15,late_fall,ocean,1991,8958,NA,8958,various,medium
upper_sac_fa,96,sacramento_fall,15,late_fall,ocean,1992,NA,NA,NA,various,medium
upper_sac_fa,96,sacramento_fall,15,late_fall,ocean,1993,NA,NA,NA,various,medium
upper_sac_fa,96,sacramento_fall,15,late_fall,ocean,1994,NA,NA,NA,various,medium
upper_sac_fa,96,sacramento_fall,15,late_fall,ocean,1995,NA,NA,NA,various,medium
upper_sac_fa,96,sacramento_fall,15,late_fall,ocean,1996,NA,NA,NA,various,medium
upper_sac_fa,96,sacramento_fall,15,late_fall,ocean,1997,38239,NA,38239,various,medium
upper_sac_fa,96,sacramento_fall,15,late_fall,ocean,1998,8683,NA,8683,various,medium
upper_sac_fa,96,sacramento_fall,15,late_fall,ocean,1999,8580,NA,8580,various,medium
upper_sac_fa,96,sacramento_fall,15,late_fall,ocean,2000,18351,NA,18351,various,medium
upper_sac_fa,96,sacramento_fall,15,late_fall,ocean,2001,36004,NA,36004,various,medium
upper_sac_fa,96,sacramento_fall,15,late_fall,ocean,2002,5346,NA,5346,various,medium
upper_sac_fa,96,sacramento_fall,15,late_fall,ocean,2003,8824,NA,8824,various,medium
upper_sac_fa,96,sacramento_fall,15,late_fall,ocean,2004,9493,NA,9493,various,medium
upper_sac_fa,96,sacramento_fall,15,late_fall,ocean,2005,7678,NA,7678,various,medium
upper_sac_fa,96,sacramento_fall,15,late_fall,ocean,2006,13798,NA,13798,various,medium
upper_sac_fa,96,sacramento_fall,15,late_fall,ocean,2007,3673,NA,3673,various,medium
upper_sac_fa,96,sacramento_fall,15,late_fall,ocean,2008,3271,NA,3271,various,medium
upper_sac_fa,96,sacramento_fall,15,late_fall,ocean,2009,3845,NA,3845,various,medium
upper_sac_fa,96,sacramento_fall,15,late_fall,ocean,2010,3686,NA,3686,various,medium
upper_sac_fa,96,sacramento_fall,15,late_fall,ocean,2011,2811,NA,2811,various,medium
upper_sac_fa,96,sacramento_fall,15,late_fall,ocean,2012,4918,NA,4918,various,medium
upper_sac_fa,96,sacramento_fall,15,late_fall,ocean,2013,7227,NA,7227,various,medium
upper_sac_fa,96,sacramento_fall,15,late_fall,ocean,2014,2033,NA,2033,various,medium
upper_sac_fa,96,sacramento_fall,15,late_fall,ocean,2015,3085,NA,3085,various,medium
upper_sac_fa,96,sacramento_fall,15,late_fall,ocean,2016,3069,NA,3069,various,medium
upper_sac_fa,96,sacramento_fall,15,late_fall,ocean,2017,1116,NA,1116,various,medium
upper_sac_fa,96,sacramento_fall,15,late_fall,ocean,2018,2887,NA,2887,various,medium
upper_sac_fa,96,sacramento_fall,15,late_fall,ocean,2019,NA,NA,NA,various,medium
butte_fa,97,sacramento_fall,NA,fall,ocean,1995,445,0,445,visul_survey,med
butte_fa,97,sacramento_fall,NA,fall,ocean,1996,500,0,500,visul_survey,med
butte_fa,97,sacramento_fall,NA,fall,ocean,1997,800,0,800,visul_survey,med
butte_fa,97,sacramento_fall,NA,fall,ocean,1998,500,0,500,visul_survey,med
butte_fa,97,sacramento_fall,NA,fall,ocean,1999,NA,NA,NA,visul_survey,med
butte_fa,97,sacramento_fall,NA,fall,ocean,2000,NA,NA,NA,visul_survey,med
butte_fa,97,sacramento_fall,NA,fall,ocean,2001,4433,0,4433,visul_survey,med
butte_fa,97,sacramento_fall,NA,fall,ocean,2002,3665,0,3665,visul_survey,med
butte_fa,97,sacramento_fall,NA,fall,ocean,2003,3492,0,3492,visul_survey,med
butte_fa,97,sacramento_fall,NA,fall,ocean,2004,2516,0,2516,visul_survey,med
butte_fa,97,sacramento_fall,NA,fall,ocean,2005,4255,0,4255,visul_survey,med
butte_fa,97,sacramento_fall,NA,fall,ocean,2006,1920,0,1920,visul_survey,med
butte_fa,97,sacramento_fall,NA,fall,ocean,2007,1225,0,1225,visul_survey,med
butte_fa,97,sacramento_fall,NA,fall,ocean,2008,275,0,275,visul_survey,med
butte_fa,97,sacramento_fall,NA,fall,ocean,2009,306,0,306,visul_survey,med
butte_fa,97,sacramento_fall,NA,fall,ocean,2010,370,0,370,visul_survey,med
butte_fa,97,sacramento_fall,NA,fall,ocean,2011,416,0,416,visul_survey,med
butte_fa,97,sacramento_fall,NA,fall,ocean,2012,813,0,813,visul_survey,med
butte_fa,97,sacramento_fall,NA,fall,ocean,2013,2200,0,2200,visul_survey,med
butte_fa,97,sacramento_fall,NA,fall,ocean,2014,1412,0,1412,visul_survey,med
butte_fa,97,sacramento_fall,NA,fall,ocean,2015,82,0,82,visul_survey,med
butte_fa,97,sacramento_fall,NA,fall,ocean,2016,626,0,626,visul_survey,med
butte_fa,97,sacramento_fall,NA,fall,ocean,2017,105,0,105,visul_survey,med
butte_fa,97,sacramento_fall,NA,fall,ocean,2018,NA,NA,NA,visul_survey,med
butte_fa,97,sacramento_fall,NA,fall,ocean,2019,1481,0,1481,visul_survey,med
butte_sp,98,central_valley_spring,15,spring,ocean_mix,1960,8700,0,8700,snorkel_survey,med_low
butte_sp,98,central_valley_spring,15,spring,ocean_mix,1961,3082,0,3082,snorkel_survey,med_low
butte_sp,98,central_valley_spring,15,spring,ocean_mix,1962,1750,0,1750,snorkel_survey,med_low
butte_sp,98,central_valley_spring,15,spring,ocean_mix,1963,6100,0,6100,snorkel_survey,med_low
butte_sp,98,central_valley_spring,15,spring,ocean_mix,1964,500,0,500,snorkel_survey,med_low
butte_sp,98,central_valley_spring,15,spring,ocean_mix,1965,1000,0,1000,snorkel_survey,med_low
butte_sp,98,central_valley_spring,15,spring,ocean_mix,1966,80,0,80,snorkel_survey,med_low
butte_sp,98,central_valley_spring,15,spring,ocean_mix,1967,180,0,180,snorkel_survey,med_low
butte_sp,98,central_valley_spring,15,spring,ocean_mix,1968,280,0,280,snorkel_survey,med_low
butte_sp,98,central_valley_spring,15,spring,ocean_mix,1969,830,0,830,snorkel_survey,med_low
butte_sp,98,central_valley_spring,15,spring,ocean_mix,1970,285,0,285,snorkel_survey,med_low
butte_sp,98,central_valley_spring,15,spring,ocean_mix,1971,470,0,470,snorkel_survey,med_low
butte_sp,98,central_valley_spring,15,spring,ocean_mix,1972,150,0,150,snorkel_survey,med_low
butte_sp,98,central_valley_spring,15,spring,ocean_mix,1973,300,0,300,snorkel_survey,med_low
butte_sp,98,central_valley_spring,15,spring,ocean_mix,1974,150,0,150,snorkel_survey,med_low
butte_sp,98,central_valley_spring,15,spring,ocean_mix,1975,650,0,650,snorkel_survey,med_low
butte_sp,98,central_valley_spring,15,spring,ocean_mix,1976,46,0,46,snorkel_survey,med_low
butte_sp,98,central_valley_spring,15,spring,ocean_mix,1977,100,0,100,snorkel_survey,med_low
butte_sp,98,central_valley_spring,15,spring,ocean_mix,1978,128,0,128,snorkel_survey,med_low
butte_sp,98,central_valley_spring,15,spring,ocean_mix,1979,10,0,10,snorkel_survey,med_low
butte_sp,98,central_valley_spring,15,spring,ocean_mix,1980,226,0,226,snorkel_survey,med_low
butte_sp,98,central_valley_spring,15,spring,ocean_mix,1981,250,0,250,snorkel_survey,med_low
butte_sp,98,central_valley_spring,15,spring,ocean_mix,1982,534,0,534,snorkel_survey,med_low
butte_sp,98,central_valley_spring,15,spring,ocean_mix,1983,50,0,50,snorkel_survey,med_low
butte_sp,98,central_valley_spring,15,spring,ocean_mix,1984,23,0,23,snorkel_survey,med_low
butte_sp,98,central_valley_spring,15,spring,ocean_mix,1985,254,0,254,snorkel_survey,med_low
butte_sp,98,central_valley_spring,15,spring,ocean_mix,1986,1371,0,1371,snorkel_survey,med_low
butte_sp,98,central_valley_spring,15,spring,ocean_mix,1987,14,0,14,snorkel_survey,med_low
butte_sp,98,central_valley_spring,15,spring,ocean_mix,1988,1290,0,1290,snorkel_survey,med_low
butte_sp,98,central_valley_spring,15,spring,ocean_mix,1989,1300,0,1300,snorkel_survey,med_low
butte_sp,98,central_valley_spring,15,spring,ocean_mix,1990,250,0,250,snorkel_survey,med_low
butte_sp,98,central_valley_spring,15,spring,ocean_mix,1991,NA,0,NA,snorkel_survey,med_low
butte_sp,98,central_valley_spring,15,spring,ocean_mix,1992,730,0,730,snorkel_survey,med_low
butte_sp,98,central_valley_spring,15,spring,ocean_mix,1993,650,0,650,snorkel_survey,med_low
butte_sp,98,central_valley_spring,15,spring,ocean_mix,1994,474,0,474,snorkel_survey,med_low
butte_sp,98,central_valley_spring,15,spring,ocean_mix,1995,7500,0,7500,snorkel_survey,med_low
butte_sp,98,central_valley_spring,15,spring,ocean_mix,1996,1413,0,1413,snorkel_survey,med_low
butte_sp,98,central_valley_spring,15,spring,ocean_mix,1997,635,0,635,snorkel_survey,med_low
butte_sp,98,central_valley_spring,15,spring,ocean_mix,1998,20259,0,20259,snorkel_survey,med_low
butte_sp,98,central_valley_spring,15,spring,ocean_mix,1999,3679,0,3679,snorkel_survey,med_low
butte_sp,98,central_valley_spring,15,spring,ocean_mix,2000,4118,0,4118,snorkel_survey,med_low
butte_sp,98,central_valley_spring,15,spring,ocean_mix,2001,9605,0,9605,snorkel_survey,med_low
butte_sp,98,central_valley_spring,15,spring,ocean_mix,2002,8785,0,8785,snorkel_survey,med_low
butte_sp,98,central_valley_spring,15,spring,ocean_mix,2003,4398,0,4398,snorkel_survey,med_low
butte_sp,98,central_valley_spring,15,spring,ocean_mix,2004,7390,0,7390,snorkel_survey,med_low
butte_sp,98,central_valley_spring,15,spring,ocean_mix,2005,10625,0,10625,snorkel_survey,med_low
butte_sp,98,central_valley_spring,15,spring,ocean_mix,2006,4579,0,4579,snorkel_survey,med_low
butte_sp,98,central_valley_spring,15,spring,ocean_mix,2007,4943,0,4943,snorkel_survey,med_low
butte_sp,98,central_valley_spring,15,spring,ocean_mix,2008,3935,0,3935,snorkel_survey,med_low
butte_sp,98,central_valley_spring,15,spring,ocean_mix,2009,2059,0,2059,snorkel_survey,med_low
butte_sp,98,central_valley_spring,15,spring,ocean_mix,2010,1160,0,1160,snorkel_survey,med_low
butte_sp,98,central_valley_spring,15,spring,ocean_mix,2011,2130,0,2130,snorkel_survey,med_low
butte_sp,98,central_valley_spring,15,spring,ocean_mix,2012,8615,0,8615,snorkel_survey,med_low
butte_sp,98,central_valley_spring,15,spring,ocean_mix,2013,11470,0,11470,snorkel_survey,med_low
butte_sp,98,central_valley_spring,15,spring,ocean_mix,2014,3616,0,3616,snorkel_survey,med_low
butte_sp,98,central_valley_spring,15,spring,ocean_mix,2015,1082,0,1082,snorkel_survey,med_low
butte_sp,98,central_valley_spring,15,spring,ocean_mix,2016,4450,0,4450,snorkel_survey,med_low
butte_sp,98,central_valley_spring,15,spring,ocean_mix,2017,982,0,982,snorkel_survey,med_low
butte_sp,98,central_valley_spring,15,spring,ocean_mix,2018,2118,0,2118,snorkel_survey,med_low
butte_sp,98,central_valley_spring,15,spring,ocean_mix,2019,6253,0,6253,snorkel_survey,med_low
mill_sp,99,central_valley_spring,15,spring,ocean_mix,1960,2368,0,2368,visual_count,med_low
mill_sp,99,central_valley_spring,15,spring,ocean_mix,1961,1245,0,1245,visual_count,med_low
mill_sp,99,central_valley_spring,15,spring,ocean_mix,1962,1692,0,1692,visual_count,med_low
mill_sp,99,central_valley_spring,15,spring,ocean_mix,1963,1315,0,1315,visual_count,med_low
mill_sp,99,central_valley_spring,15,spring,ocean_mix,1964,1539,0,1539,visual_count,med_low
mill_sp,99,central_valley_spring,15,spring,ocean_mix,1965,NA,NA,NA,visual_count,med_low
mill_sp,99,central_valley_spring,15,spring,ocean_mix,1966,NA,NA,NA,visual_count,med_low
mill_sp,99,central_valley_spring,15,spring,ocean_mix,1967,NA,NA,NA,visual_count,med_low
mill_sp,99,central_valley_spring,15,spring,ocean_mix,1968,NA,NA,NA,visual_count,med_low
mill_sp,99,central_valley_spring,15,spring,ocean_mix,1969,NA,NA,NA,visual_count,med_low
mill_sp,99,central_valley_spring,15,spring,ocean_mix,1970,1500,0,1500,visual_count,med_low
mill_sp,99,central_valley_spring,15,spring,ocean_mix,1971,1000,0,1000,visual_count,med_low
mill_sp,99,central_valley_spring,15,spring,ocean_mix,1972,500,0,500,visual_count,med_low
mill_sp,99,central_valley_spring,15,spring,ocean_mix,1973,1700,0,1700,visual_count,med_low
mill_sp,99,central_valley_spring,15,spring,ocean_mix,1974,1500,0,1500,visual_count,med_low
mill_sp,99,central_valley_spring,15,spring,ocean_mix,1975,3500,0,3500,visual_count,med_low
mill_sp,99,central_valley_spring,15,spring,ocean_mix,1976,NA,NA,NA,visual_count,med_low
mill_sp,99,central_valley_spring,15,spring,ocean_mix,1977,460,0,460,visual_count,med_low
mill_sp,99,central_valley_spring,15,spring,ocean_mix,1978,925,0,925,visual_count,med_low
mill_sp,99,central_valley_spring,15,spring,ocean_mix,1979,NA,NA,NA,visual_count,med_low
mill_sp,99,central_valley_spring,15,spring,ocean_mix,1980,500,0,500,visual_count,med_low
mill_sp,99,central_valley_spring,15,spring,ocean_mix,1981,NA,NA,NA,visual_count,med_low
mill_sp,99,central_valley_spring,15,spring,ocean_mix,1982,700,0,700,visual_count,med_low
mill_sp,99,central_valley_spring,15,spring,ocean_mix,1983,NA,NA,NA,visual_count,med_low
mill_sp,99,central_valley_spring,15,spring,ocean_mix,1984,191,0,191,visual_count,med_low
mill_sp,99,central_valley_spring,15,spring,ocean_mix,1985,121,0,121,visual_count,med_low
mill_sp,99,central_valley_spring,15,spring,ocean_mix,1986,291,0,291,visual_count,med_low
mill_sp,99,central_valley_spring,15,spring,ocean_mix,1987,90,0,90,visual_count,med_low
mill_sp,99,central_valley_spring,15,spring,ocean_mix,1988,572,0,572,visual_count,med_low
mill_sp,99,central_valley_spring,15,spring,ocean_mix,1989,563,0,563,visual_count,med_low
mill_sp,99,central_valley_spring,15,spring,ocean_mix,1990,844,0,844,visual_count,med_low
mill_sp,99,central_valley_spring,15,spring,ocean_mix,1991,319,0,319,visual_count,med_low
mill_sp,99,central_valley_spring,15,spring,ocean_mix,1992,237,0,237,visual_count,med_low
mill_sp,99,central_valley_spring,15,spring,ocean_mix,1993,61,0,61,visual_count,med_low
mill_sp,99,central_valley_spring,15,spring,ocean_mix,1994,723,0,723,visual_count,med_low
mill_sp,99,central_valley_spring,15,spring,ocean_mix,1995,320,0,320,visual_count,med_low
mill_sp,99,central_valley_spring,15,spring,ocean_mix,1996,253,0,253,visual_count,med_low
mill_sp,99,central_valley_spring,15,spring,ocean_mix,1997,202,0,202,visual_count,med_low
mill_sp,99,central_valley_spring,15,spring,ocean_mix,1998,424,0,424,visual_count,med_low
mill_sp,99,central_valley_spring,15,spring,ocean_mix,1999,560,0,560,visual_count,med_low
mill_sp,99,central_valley_spring,15,spring,ocean_mix,2000,544,0,544,visual_count,med_low
mill_sp,99,central_valley_spring,15,spring,ocean_mix,2001,1104,0,1104,visual_count,med_low
mill_sp,99,central_valley_spring,15,spring,ocean_mix,2002,1594,0,1594,visual_count,med_low
mill_sp,99,central_valley_spring,15,spring,ocean_mix,2003,1426,0,1426,visual_count,med_low
mill_sp,99,central_valley_spring,15,spring,ocean_mix,2004,998,0,998,visual_count,med_low
mill_sp,99,central_valley_spring,15,spring,ocean_mix,2005,1150,0,1150,visual_count,med_low
mill_sp,99,central_valley_spring,15,spring,ocean_mix,2006,1002,0,1002,visual_count,med_low
mill_sp,99,central_valley_spring,15,spring,ocean_mix,2007,920,0,920,visual_count,med_low
mill_sp,99,central_valley_spring,15,spring,ocean_mix,2008,381,0,381,visual_count,med_low
mill_sp,99,central_valley_spring,15,spring,ocean_mix,2009,237,0,237,visual_count,med_low
mill_sp,99,central_valley_spring,15,spring,ocean_mix,2010,482,0,482,visual_count,med_low
mill_sp,99,central_valley_spring,15,spring,ocean_mix,2011,366,0,366,visual_count,med_low
mill_sp,99,central_valley_spring,15,spring,ocean_mix,2012,768,0,768,visual_count,med_low
mill_sp,99,central_valley_spring,15,spring,ocean_mix,2013,644,0,644,visual_count,med_low
mill_sp,99,central_valley_spring,15,spring,ocean_mix,2014,679,0,679,visual_count,med_low
mill_sp,99,central_valley_spring,15,spring,ocean_mix,2015,127,0,127,visual_count,med_low
mill_sp,99,central_valley_spring,15,spring,ocean_mix,2016,175,0,175,visual_count,med_low
mill_sp,99,central_valley_spring,15,spring,ocean_mix,2017,258,0,258,visual_count,med_low
mill_sp,99,central_valley_spring,15,spring,ocean_mix,2018,152,0,152,visual_count,med_low
mill_sp,99,central_valley_spring,15,spring,ocean_mix,2019,180,0,180,visual_count,med_low
deer_ck,100,central_valley_spring,15,spring,ocean_mix,1960,NA,0,NA,visual_count,med_low
deer_ck,100,central_valley_spring,15,spring,ocean_mix,1961,NA,0,NA,visual_count,med_low
deer_ck,100,central_valley_spring,15,spring,ocean_mix,1962,NA,0,NA,visual_count,med_low
deer_ck,100,central_valley_spring,15,spring,ocean_mix,1963,2302,0,2302,visual_count,med_low
deer_ck,100,central_valley_spring,15,spring,ocean_mix,1964,2874,0,2874,visual_count,med_low
deer_ck,100,central_valley_spring,15,spring,ocean_mix,1965,NA,0,NA,visual_count,med_low
deer_ck,100,central_valley_spring,15,spring,ocean_mix,1966,NA,0,NA,visual_count,med_low
deer_ck,100,central_valley_spring,15,spring,ocean_mix,1967,NA,0,NA,visual_count,med_low
deer_ck,100,central_valley_spring,15,spring,ocean_mix,1968,NA,0,NA,visual_count,med_low
deer_ck,100,central_valley_spring,15,spring,ocean_mix,1969,NA,0,NA,visual_count,med_low
deer_ck,100,central_valley_spring,15,spring,ocean_mix,1970,2000,0,2000,visual_count,med_low
deer_ck,100,central_valley_spring,15,spring,ocean_mix,1971,1500,0,1500,visual_count,med_low
deer_ck,100,central_valley_spring,15,spring,ocean_mix,1972,400,0,400,visual_count,med_low
deer_ck,100,central_valley_spring,15,spring,ocean_mix,1973,2000,0,2000,visual_count,med_low
deer_ck,100,central_valley_spring,15,spring,ocean_mix,1974,3500,0,3500,visual_count,med_low
deer_ck,100,central_valley_spring,15,spring,ocean_mix,1975,8500,0,8500,visual_count,med_low
deer_ck,100,central_valley_spring,15,spring,ocean_mix,1976,NA,0,NA,visual_count,med_low
deer_ck,100,central_valley_spring,15,spring,ocean_mix,1977,340,0,340,visual_count,med_low
deer_ck,100,central_valley_spring,15,spring,ocean_mix,1978,1200,0,1200,visual_count,med_low
deer_ck,100,central_valley_spring,15,spring,ocean_mix,1979,NA,0,NA,visual_count,med_low
deer_ck,100,central_valley_spring,15,spring,ocean_mix,1980,1500,0,1500,visual_count,med_low
deer_ck,100,central_valley_spring,15,spring,ocean_mix,1981,NA,0,NA,visual_count,med_low
deer_ck,100,central_valley_spring,15,spring,ocean_mix,1982,1500,0,1500,visual_count,med_low
deer_ck,100,central_valley_spring,15,spring,ocean_mix,1983,500,0,500,visual_count,med_low
deer_ck,100,central_valley_spring,15,spring,ocean_mix,1984,NA,0,NA,visual_count,med_low
deer_ck,100,central_valley_spring,15,spring,ocean_mix,1985,301,0,301,visual_count,med_low
deer_ck,100,central_valley_spring,15,spring,ocean_mix,1986,543,0,543,visual_count,med_low
deer_ck,100,central_valley_spring,15,spring,ocean_mix,1987,200,0,200,visual_count,med_low
deer_ck,100,central_valley_spring,15,spring,ocean_mix,1988,371,0,371,visual_count,med_low
deer_ck,100,central_valley_spring,15,spring,ocean_mix,1989,84,0,84,visual_count,med_low
deer_ck,100,central_valley_spring,15,spring,ocean_mix,1990,496,0,496,visual_count,med_low
deer_ck,100,central_valley_spring,15,spring,ocean_mix,1991,479,0,479,visual_count,med_low
deer_ck,100,central_valley_spring,15,spring,ocean_mix,1992,209,0,209,visual_count,med_low
deer_ck,100,central_valley_spring,15,spring,ocean_mix,1993,259,0,259,visual_count,med_low
deer_ck,100,central_valley_spring,15,spring,ocean_mix,1994,485,0,485,visual_count,med_low
deer_ck,100,central_valley_spring,15,spring,ocean_mix,1995,1295,0,1295,visual_count,med_low
deer_ck,100,central_valley_spring,15,spring,ocean_mix,1996,614,0,614,visual_count,med_low
deer_ck,100,central_valley_spring,15,spring,ocean_mix,1997,466,0,466,visual_count,med_low
deer_ck,100,central_valley_spring,15,spring,ocean_mix,1998,1879,0,1879,visual_count,med_low
deer_ck,100,central_valley_spring,15,spring,ocean_mix,1999,1591,0,1591,visual_count,med_low
deer_ck,100,central_valley_spring,15,spring,ocean_mix,2000,637,0,637,visual_count,med_low
deer_ck,100,central_valley_spring,15,spring,ocean_mix,2001,1622,0,1622,visual_count,med_low
deer_ck,100,central_valley_spring,15,spring,ocean_mix,2002,2195,0,2195,visual_count,med_low
deer_ck,100,central_valley_spring,15,spring,ocean_mix,2003,2759,0,2759,visual_count,med_low
deer_ck,100,central_valley_spring,15,spring,ocean_mix,2004,804,0,804,visual_count,med_low
deer_ck,100,central_valley_spring,15,spring,ocean_mix,2005,2239,0,2239,visual_count,med_low
deer_ck,100,central_valley_spring,15,spring,ocean_mix,2006,2432,0,2432,visual_count,med_low
deer_ck,100,central_valley_spring,15,spring,ocean_mix,2007,644,0,644,visual_count,med_low
deer_ck,100,central_valley_spring,15,spring,ocean_mix,2008,140,0,140,visual_count,med_low
deer_ck,100,central_valley_spring,15,spring,ocean_mix,2009,213,0,213,visual_count,med_low
deer_ck,100,central_valley_spring,15,spring,ocean_mix,2010,262,0,262,visual_count,med_low
deer_ck,100,central_valley_spring,15,spring,ocean_mix,2011,271,0,271,visual_count,med_low
deer_ck,100,central_valley_spring,15,spring,ocean_mix,2012,734,0,734,visual_count,med_low
deer_ck,100,central_valley_spring,15,spring,ocean_mix,2013,708,0,708,visual_count,med_low
deer_ck,100,central_valley_spring,15,spring,ocean_mix,2014,830,0,830,visual_count,med_low
deer_ck,100,central_valley_spring,15,spring,ocean_mix,2015,268,0,268,visual_count,med_low
deer_ck,100,central_valley_spring,15,spring,ocean_mix,2016,331,0,331,visual_count,med_low
deer_ck,100,central_valley_spring,15,spring,ocean_mix,2017,219,0,219,visual_count,med_low
deer_ck,100,central_valley_spring,15,spring,ocean_mix,2018,159,0,159,visual_count,med_low
deer_ck,100,central_valley_spring,15,spring,ocean_mix,2019,578,0,578,visual_count,med_low
upper_sac_w,101,sacramento_winter,15,winter,ocean_mix,1970,40409,0,40409,dam_count,high
upper_sac_w,101,sacramento_winter,15,winter,ocean_mix,1971,53089,0,53089,dam_count,high
upper_sac_w,101,sacramento_winter,15,winter,ocean_mix,1972,35929,0,35929,dam_count,high
upper_sac_w,101,sacramento_winter,15,winter,ocean_mix,1973,22651,0,22651,dam_count,high
upper_sac_w,101,sacramento_winter,15,winter,ocean_mix,1974,21389,0,21389,dam_count,high
upper_sac_w,101,sacramento_winter,15,winter,ocean_mix,1975,22579,0,22579,dam_count,high
upper_sac_w,101,sacramento_winter,15,winter,ocean_mix,1976,33029,0,33029,dam_count,high
upper_sac_w,101,sacramento_winter,15,winter,ocean_mix,1977,16470,0,16470,dam_count,high
upper_sac_w,101,sacramento_winter,15,winter,ocean_mix,1978,24735,0,24735,dam_count,high
upper_sac_w,101,sacramento_winter,15,winter,ocean_mix,1979,2339,0,2339,dam_count,high
upper_sac_w,101,sacramento_winter,15,winter,ocean_mix,1980,1142,0,1142,dam_count,high
upper_sac_w,101,sacramento_winter,15,winter,ocean_mix,1981,19795,0,19795,dam_count,high
upper_sac_w,101,sacramento_winter,15,winter,ocean_mix,1982,1233,0,1233,dam_count,high
upper_sac_w,101,sacramento_winter,15,winter,ocean_mix,1983,1827,0,1827,dam_count,high
upper_sac_w,101,sacramento_winter,15,winter,ocean_mix,1984,2662,0,2662,dam_count,high
upper_sac_w,101,sacramento_winter,15,winter,ocean_mix,1985,3686,0,3686,dam_count,high
upper_sac_w,101,sacramento_winter,15,winter,ocean_mix,1986,2566,0,2566,dam_count,high
upper_sac_w,101,sacramento_winter,15,winter,ocean_mix,1987,2068,0,2068,dam_count,high
upper_sac_w,101,sacramento_winter,15,winter,ocean_mix,1988,2129,0,2129,dam_count,high
upper_sac_w,101,sacramento_winter,15,winter,ocean_mix,1989,635,0,635,dam_count,high
upper_sac_w,101,sacramento_winter,15,winter,ocean_mix,1990,384,0,384,dam_count,high
upper_sac_w,101,sacramento_winter,15,winter,ocean_mix,1991,177,0,177,dam_count,high
upper_sac_w,101,sacramento_winter,15,winter,ocean_mix,1992,1159,0,1159,dam_count,high
upper_sac_w,101,sacramento_winter,15,winter,ocean_mix,1993,369,0,369,dam_count,high
upper_sac_w,101,sacramento_winter,15,winter,ocean_mix,1994,144,0,144,dam_count,high
upper_sac_w,101,sacramento_winter,15,winter,ocean_mix,1995,1159,0,1159,dam_count,high
upper_sac_w,101,sacramento_winter,15,winter,ocean_mix,1996,1012,0,1012,dam_count,high
upper_sac_w,101,sacramento_winter,15,winter,ocean_mix,1997,836,0,836,dam_count,high
upper_sac_w,101,sacramento_winter,15,winter,ocean_mix,1998,2831,0,2831,dam_count,high
upper_sac_w,101,sacramento_winter,15,winter,ocean_mix,1999,3264,0,3264,dam_count,high
upper_sac_w,101,sacramento_winter,15,winter,ocean_mix,2000,1261,0,1261,dam_count,high
upper_sac_w,101,sacramento_winter,15,winter,ocean_mix,2001,8085,0,8085,dam_count,high
upper_sac_w,101,sacramento_winter,15,winter,ocean_mix,2002,7325,0,7325,dam_count,high
upper_sac_w,101,sacramento_winter,15,winter,ocean_mix,2003,8105,0,8105,dam_count,high
upper_sac_w,101,sacramento_winter,15,winter,ocean_mix,2004,7784,0,7784,dam_count,high
upper_sac_w,101,sacramento_winter,15,winter,ocean_mix,2005,15730,0,15730,dam_count,high
upper_sac_w,101,sacramento_winter,15,winter,ocean_mix,2006,17149,0,17149,dam_count,high
upper_sac_w,101,sacramento_winter,15,winter,ocean_mix,2007,2487,0,2487,dam_count,high
upper_sac_w,101,sacramento_winter,15,winter,ocean_mix,2008,2725,0,2725,dam_count,high
upper_sac_w,101,sacramento_winter,15,winter,ocean_mix,2009,4416,0,4416,dam_count,high
upper_sac_w,101,sacramento_winter,15,winter,ocean_mix,2010,1533,0,1533,dam_count,high
