population	pop_no	CWT_indicator	group	run_time	year	w_spawn	ER	tot_run	ten_yr_avg
nehalem	16	oregon_coastal	or_coast	fall	2008	3810	0.468	7162	0
nehalem	16	oregon_coastal	or_coast	fall	2009	5390	0.647	15269	0
nehalem	16	oregon_coastal	or_coast	fall	2010	5384	0.666	16120	0
nehalem	16	oregon_coastal	or_coast	fall	2011	7665	0.561	17460	0
nehalem	16	oregon_coastal	or_coast	fall	2012	7515	0.641	20933	0
nehalem	16	oregon_coastal	or_coast	fall	2013	18194	0.487	35466	0
nehalem	16	oregon_coastal	or_coast	fall	2014	11452	0.44	20450	0
nehalem	16	oregon_coastal	or_coast	fall	2015	12678	0.43	22242	0
nehalem	16	oregon_coastal	or_coast	fall	2016	10074	0.483	19485	0
nehalem	16	oregon_coastal	or_coast	fall	2017	6473	0.458	11943	0
nehalem	16	oregon_coastal	or_coast	fall	2018	6420	0.655	18598	0
nehalem	16	oregon_coastal	or_coast	fall	2019	9746	0.547	21504	1
siletz	17	oregon_coastal	or_coast	fall	1985	6628	0.666	19844	0
siletz	17	oregon_coastal	or_coast	fall	1986	6748	0.845	43535	0
siletz	17	oregon_coastal	or_coast	fall	1987	4577	0.625	12205	0
siletz	17	oregon_coastal	or_coast	fall	1988	7805	0.416	13365	0
siletz	17	oregon_coastal	or_coast	fall	1989	4401	0.579	10454	0
siletz	17	oregon_coastal	or_coast	fall	1990	4313	0.655	12501	0
siletz	17	oregon_coastal	or_coast	fall	1991	5633	0.69	18171	0
siletz	17	oregon_coastal	or_coast	fall	1992	6044	0.482	11668	0
siletz	17	oregon_coastal	or_coast	fall	1993	4342	0.724	15732	0
siletz	17	oregon_coastal	or_coast	fall	1994	10475	0.545	23022	0
siletz	17	oregon_coastal	or_coast	fall	1995	5164	0.493	10185	0
siletz	17	oregon_coastal	or_coast	fall	1996	7394	0.722	26597	0
siletz	17	oregon_coastal	or_coast	fall	1997	3726	0.574	8746	0
siletz	17	oregon_coastal	or_coast	fall	1998	5516	0.479	10587	0
siletz	17	oregon_coastal	or_coast	fall	1999	4166	0.59	10161	0
siletz	17	oregon_coastal	or_coast	fall	2000	6787	0.413	11562	0
siletz	17	oregon_coastal	or_coast	fall	2001	10563	0.503	21254	0
siletz	17	oregon_coastal	or_coast	fall	2002	14054	0.667	42204	0
siletz	17	oregon_coastal	or_coast	fall	2003	11149	0.606	28297	0
siletz	17	oregon_coastal	or_coast	fall	2004	3902	0.589	9494	0
siletz	17	oregon_coastal	or_coast	fall	2005	6631	0.703	22327	0
siletz	17	oregon_coastal	or_coast	fall	2006	4108	0.82	22822	0
siletz	17	oregon_coastal	or_coast	fall	2007	528	0.598	1313	0
siletz	17	oregon_coastal	or_coast	fall	2008	1202	0.468	2259	0
siletz	17	oregon_coastal	or_coast	fall	2009	2905	0.647	8229	0
siletz	17	oregon_coastal	or_coast	fall	2010	4225	0.666	12650	0
siletz	17	oregon_coastal	or_coast	fall	2011	3638	0.561	8287	0
siletz	17	oregon_coastal	or_coast	fall	2012	4812	0.641	13404	0
siletz	17	oregon_coastal	or_coast	fall	2013	7364	0.487	14355	0
siletz	17	oregon_coastal	or_coast	fall	2014	8655	0.44	15455	0
siletz	17	oregon_coastal	or_coast	fall	2015	6367	0.43	11170	0
siletz	17	oregon_coastal	or_coast	fall	2016	8479	0.483	16400	0
siletz	17	oregon_coastal	or_coast	fall	2017	7364	0.458	13587	0
siletz	17	oregon_coastal	or_coast	fall	2018	4929	0.655	14279	0
siletz	17	oregon_coastal	or_coast	fall	2019	3521	0.547	7769	1
klamath_fa	18	klamath_fa	california	fall	1985	25677	0.364	40384	0
klamath_fa	18	klamath_fa	california	fall	1986	113360	0.544	248782	0
klamath_fa	18	klamath_fa	california	fall	1987	101717	0.66	299370	0
klamath_fa	18	klamath_fa	california	fall	1988	79386	0.667	238727	0
klamath_fa	18	klamath_fa	california	fall	1989	43868	0.681	137671	0
klamath_fa	18	klamath_fa	california	fall	1990	15596	0.772	68509	0
klamath_fa	18	klamath_fa	california	fall	1991	11649	0.554	26126	0
klamath_fa	18	klamath_fa	california	fall	1992	12028	0.334	18059	0
klamath_fa	18	klamath_fa	california	fall	1993	21858	0.363	34341	0
klamath_fa	18	klamath_fa	california	fall	1994	32333	0.28	44897	0
klamath_fa	18	klamath_fa	california	fall	1995	161794	0.173	195540	0
klamath_fa	18	klamath_fa	california	fall	1996	81326	0.523	170445	0
klamath_fa	18	klamath_fa	california	fall	1997	46144	0.294	65377	0
klamath_fa	18	klamath_fa	california	fall	1998	42488	0.245	56297	0
klamath_fa	18	klamath_fa	california	fall	1999	18457	0.407	31126	0
klamath_fa	18	klamath_fa	california	fall	2000	82728	0.269	113123	0
klamath_fa	18	klamath_fa	california	fall	2001	77834	0.348	119427	0
klamath_fa	18	klamath_fa	california	fall	2002	65635	0.486	127817	0
klamath_fa	18	klamath_fa	california	fall	2003	87642	0.386	142766	0
klamath_fa	18	klamath_fa	california	fall	2004	23831	0.667	71504	0
klamath_fa	18	klamath_fa	california	fall	2005	26789	0.263	36337	0
klamath_fa	18	klamath_fa	california	fall	2006	30163	0.303	43281	0
klamath_fa	18	klamath_fa	california	fall	2007	60670	0.397	100590	0
klamath_fa	18	klamath_fa	california	fall	2008	30850	0.451	56175	0
klamath_fa	18	klamath_fa	california	fall	2009	44409	0.367	70113	0
klamath_fa	18	klamath_fa	california	fall	2010	37225	0.416	63758	0
klamath_fa	18	klamath_fa	california	fall	2011	46763	0.385	75993	0
klamath_fa	18	klamath_fa	california	fall	2012	121543	0.452	221629	0
klamath_fa	18	klamath_fa	california	fall	2013	59156	0.636	162602	0
klamath_fa	18	klamath_fa	california	fall	2014	95104	0.362	148983	0
klamath_fa	18	klamath_fa	california	fall	2015	28112	0.595	69380	0
klamath_fa	18	klamath_fa	california	fall	2016	13937	0.368	22049	0
klamath_fa	18	klamath_fa	california	fall	2017	19904	0.105	22228	0
klamath_fa	18	klamath_fa	california	fall	2018	52352	0.315	76476	0
klamath_fa	18	klamath_fa	california	fall	2019	20245	0.433	35735	0
upper_sac_w	20	sacramento_winter	california	winter	1980	1142	0.27587385	1577	0
upper_sac_w	20	sacramento_winter	california	winter	1981	19795	0.2234474	25491	0
upper_sac_w	20	sacramento_winter	california	winter	1982	1233	0.3130201	1795	0
upper_sac_w	20	sacramento_winter	california	winter	1983	1827	0.17612913	2218	0
upper_sac_w	20	sacramento_winter	california	winter	1984	2662	0.23141537	3464	0
upper_sac_w	20	sacramento_winter	california	winter	1985	3686	0.32171184	5434	0
upper_sac_w	20	sacramento_winter	california	winter	1986	2566	0.39698614	4255	0
upper_sac_w	20	sacramento_winter	california	winter	1987	2068	0.44986369	3759	0
upper_sac_w	20	sacramento_winter	california	winter	1988	2129	0.47894867	4086	0
upper_sac_w	20	sacramento_winter	california	winter	1989	635	0.47819616	1217	0
upper_sac_w	20	sacramento_winter	california	winter	1990	384	0.49446025	760	0
upper_sac_w	20	sacramento_winter	california	winter	1991	177	0.37599313	284	0
upper_sac_w	20	sacramento_winter	california	winter	1992	1159	0.2878833	1628	0
upper_sac_w	20	sacramento_winter	california	winter	1993	369	0.33629896	556	0
upper_sac_w	20	sacramento_winter	california	winter	1994	144	0.38622003	235	0
upper_sac_w	20	sacramento_winter	california	winter	1995	1159	0.6902188	3741	0
upper_sac_w	20	sacramento_winter	california	winter	1996	1012	0.2942564	1434	0
upper_sac_w	20	sacramento_winter	california	winter	1997	836	0.33617549	1259	0
upper_sac_w	20	sacramento_winter	california	winter	1998	2831	0.21216004	3593	0
upper_sac_w	20	sacramento_winter	california	winter	1999	3264	0.18849528	4022	0
upper_sac_w	20	sacramento_winter	california	winter	2000	1261	0.2136797	1604	0
upper_sac_w	20	sacramento_winter	california	winter	2001	8085	0.233	10541	0
upper_sac_w	20	sacramento_winter	california	winter	2002	7325	0.2182778	9370	0
upper_sac_w	20	sacramento_winter	california	winter	2003	8105	0.1033794	9039	0
upper_sac_w	20	sacramento_winter	california	winter	2004	7784	0.2483197	10355	0
upper_sac_w	20	sacramento_winter	california	winter	2005	15730	0.1717126	18991	0
upper_sac_w	20	sacramento_winter	california	winter	2006	17149	0.1505209	20188	0
upper_sac_w	20	sacramento_winter	california	winter	2007	2487	0.177796	3025	0
upper_sac_w	20	sacramento_winter	california	winter	2008	2725	0	2725	0
upper_sac_w	20	sacramento_winter	california	winter	2009	4416	0	4416	0
upper_sac_w	20	sacramento_winter	california	winter	2010	1533	NA	NA	0
upper_sac_w	20	sacramento_winter	california	winter	2011	738	0.283	1029	0
upper_sac_w	20	sacramento_winter	california	winter	2012	2578	0.126	2950	0
upper_sac_w	20	sacramento_winter	california	winter	2013	5920	0.188	7291	0
upper_sac_w	20	sacramento_winter	california	winter	2014	2627	0.158	3120	0
upper_sac_w	20	sacramento_winter	california	winter	2015	3182	NA	NA	0
upper_sac_w	20	sacramento_winter	california	winter	2016	1409	0.107	1578	0
upper_sac_w	20	sacramento_winter	california	winter	2017	795	0.176	965	0
upper_sac_w	20	sacramento_winter	california	winter	2018	2458	0.138	2852	0
upper_sac_w	20	sacramento_winter	california	winter	2019	7853	0.1	8726	0
cowichan	21	cowichan	salish	fall	1989	5511	0.791	26368	0
cowichan	21	cowichan	salish	fall	1990	5234	0.895	49699	0
cowichan	21	cowichan	salish	fall	1991	6296	0.852	42485	0
cowichan	21	cowichan	salish	fall	1992	9327	0.895	88645	0
cowichan	21	cowichan	salish	fall	1993	5809	0.828	33817	0
cowichan	21	cowichan	salish	fall	1994	4697	0.7	15657	0
cowichan	21	cowichan	salish	fall	1995	9664	0.552	21594	0
cowichan	21	cowichan	salish	fall	1996	10716	0.645	30218	0
cowichan	21	cowichan	salish	fall	1997	5953	0.413	10139	0
cowichan	21	cowichan	salish	fall	1998	4433	0.529	9403	0
cowichan	21	cowichan	salish	fall	1999	4008	0.65	11451	0
cowichan	21	cowichan	salish	fall	2000	5421	0.401	9050	0
cowichan	21	cowichan	salish	fall	2001	3267	0.634	8921	0
cowichan	21	cowichan	salish	fall	2002	1571	0.666	4700	0
cowichan	21	cowichan	salish	fall	2003	2536	0.742	9821	0
cowichan	21	cowichan	salish	fall	2004	1831	0.723	6618	0
cowichan	21	cowichan	salish	fall	2005	1100	0.654	3178	0
cowichan	21	cowichan	salish	fall	2006	736	0.681	2304	0
cowichan	21	cowichan	salish	fall	2007	1690	0.452	3084	0
cowichan	21	cowichan	salish	fall	2008	702	0.675	2161	0
cowichan	21	cowichan	salish	fall	2009	484	0.71	1668	0
cowichan	21	cowichan	salish	fall	2010	2663	0.645	7491	0
cowichan	21	cowichan	salish	fall	2011	1967	0.481	3787	0
cowichan	21	cowichan	salish	fall	2012	2177	0.615	5652	0
cowichan	21	cowichan	salish	fall	2013	3636	0.574	8537	0
cowichan	21	cowichan	salish	fall	2014	3596	0.703	12114	0
cowichan	21	cowichan	salish	fall	2015	5510	0.507	11173	0
cowichan	21	cowichan	salish	fall	2016	7879	0.482	15209	0
cowichan	21	cowichan	salish	fall	2017	10509	0.479	20162	0
cowichan	21	cowichan	salish	fall	2018	13427	0.722	48230	0
cowichan	21	cowichan	salish	fall	2019	13742	0.632	37342	0
upper_sac_fa	19	sacramento_fall	california	late_fall	1983	6205	0.761	25954	0
upper_sac_fa	19	sacramento_fall	california	late_fall	1984	7929	0.705	26837	0
upper_sac_fa	19	sacramento_fall	california	late_fall	1985	7229	0.698	23947	0
upper_sac_fa	19	sacramento_fall	california	late_fall	1986	15768	0.768	68018	0
upper_sac_fa	19	sacramento_fall	california	late_fall	1987	12103	0.82	67388	0
upper_sac_fa	19	sacramento_fall	california	late_fall	1988	11990	0.859	85188	0
upper_sac_fa	19	sacramento_fall	california	late_fall	1989	6792	0.837	41730	0
upper_sac_fa	19	sacramento_fall	california	late_fall	1990	6493	0.865	48192	0
upper_sac_fa	19	sacramento_fall	california	late_fall	1991	8958	0.778	40286	0
upper_sac_fa	19	sacramento_fall	california	late_fall	1992	NA	0.795	NA	0
upper_sac_fa	19	sacramento_fall	california	late_fall	1993	NA	0.78	NA	0
upper_sac_fa	19	sacramento_fall	california	late_fall	1994	NA	0.752	NA	0
upper_sac_fa	19	sacramento_fall	california	late_fall	1995	NA	0.798	NA	0
upper_sac_fa	19	sacramento_fall	california	late_fall	1996	NA	0.677	NA	0
upper_sac_fa	19	sacramento_fall	california	late_fall	1997	38239	0.71	132080	0
upper_sac_fa	19	sacramento_fall	california	late_fall	1998	8683	0.659	25496	0
upper_sac_fa	19	sacramento_fall	california	late_fall	1999	8580	0.521	17897	0
upper_sac_fa	19	sacramento_fall	california	late_fall	2000	18351	0.603	46221	0
upper_sac_fa	19	sacramento_fall	california	late_fall	2001	36004	0.443	64677	0
upper_sac_fa	19	sacramento_fall	california	late_fall	2002	5346	0.484	10352	0
upper_sac_fa	19	sacramento_fall	california	late_fall	2003	8824	0.57	20521	0
upper_sac_fa	19	sacramento_fall	california	late_fall	2004	9493	0.754	38655	0
upper_sac_fa	19	sacramento_fall	california	late_fall	2005	7678	0.586	18527	0
upper_sac_fa	19	sacramento_fall	california	late_fall	2006	13798	0.524	28976	0
upper_sac_fa	19	sacramento_fall	california	late_fall	2007	3673	0.645	10358	0
upper_sac_fa	19	sacramento_fall	california	late_fall	2008	3271	0.061	3485	0
upper_sac_fa	19	sacramento_fall	california	late_fall	2009	3845	0.007	3871	0
upper_sac_fa	19	sacramento_fall	california	late_fall	2010	3686	0.17	4443	0
upper_sac_fa	19	sacramento_fall	california	late_fall	2011	2811	0.424	4876	0
upper_sac_fa	19	sacramento_fall	california	late_fall	2012	4918	0.545	10819	0
upper_sac_fa	19	sacramento_fall	california	late_fall	2013	7227	0.532	15442	0
upper_sac_fa	19	sacramento_fall	california	late_fall	2014	2033	0.615	5274	0
upper_sac_fa	19	sacramento_fall	california	late_fall	2015	3085	0.555	6932	0
upper_sac_fa	19	sacramento_fall	california	late_fall	2016	3069	0.563	7025	0
upper_sac_fa	19	sacramento_fall	california	late_fall	2017	1116	0.677	3451	0
upper_sac_fa	19	sacramento_fall	california	late_fall	2018	2887	0.521	6032	0
upper_sac_fa	19	sacramento_fall	california	late_fall	2019	1455	0.677	4505	0
skagit_su	8	skagit_su	salish	summer	1990	16792	0.612	43327	0
skagit_su	8	skagit_su	salish	summer	1991	5824	0.526	12295	0
skagit_su	8	skagit_su	salish	summer	1992	7348	0.537	15868	0
skagit_su	8	skagit_su	salish	summer	1993	5801	0.5	11611	0
skagit_su	8	skagit_su	salish	summer	1994	5561	0.438	9901	0
skagit_su	8	skagit_su	salish	summer	1995	6892	0.371	10963	0
skagit_su	8	skagit_su	salish	summer	1996	10613	0.379	17096	0
skagit_su	8	skagit_su	salish	summer	1997	4872	0.37	7739	0
skagit_su	8	skagit_su	salish	summer	1998	14609	0.27	20089	0
skagit_su	8	skagit_su	salish	summer	1999	4924	0.419	8574	0
skagit_su	8	skagit_su	salish	summer	2000	16930	0.442	30453	0
skagit_su	8	skagit_su	salish	summer	2001	13793	0.416	23756	0
skagit_su	8	skagit_su	salish	summer	2002	19591	0.319	28781	0
skagit_su	8	skagit_su	salish	summer	2003	9777	0.385	15897	0
skagit_su	8	skagit_su	salish	summer	2004	23553	0.263	32089	0
skagit_su	8	skagit_su	salish	summer	2005	20803	0.346	31962	0
skagit_su	8	skagit_su	salish	summer	2006	20768	0.231	27061	0
skagit_su	8	skagit_su	salish	summer	2007	11281	0.265	15324	0
skagit_su	8	skagit_su	salish	summer	2008	11664	0.4	19382	0
skagit_su	8	skagit_su	salish	summer	2009	6979	0.639	19282	0
skagit_su	8	skagit_su	salish	summer	2010	8017	0.368	12713	0
skagit_su	8	skagit_su	salish	summer	2011	5537	0.461	10278	0
skagit_su	8	skagit_su	salish	summer	2012	13818	0.238	18125	0
skagit_su	8	skagit_su	salish	summer	2013	10882	0.435	19264	0
skagit_su	8	skagit_su	salish	summer	2014	10457	0.513	21486	0
skagit_su	8	skagit_su	salish	summer	2015	13314	0.428	23274	0
skagit_su	8	skagit_su	salish	summer	2016	19290	0.48	32239	0
skagit_su	8	skagit_su	salish	summer	2017	12579	0.659	37435	0
skagit_su	8	skagit_su	salish	summer	2018	10903	0.469	20533	1
skagit_su	8	skagit_su	salish	summer	2019	11810	0.45	21476	1
wenatchee_su	22	columbia_su	columbia	summer	1987	13615	0.756	55799	0
wenatchee_su	22	columbia_su	columbia	summer	1988	9439	0.736	35754	0
wenatchee_su	22	columbia_su	columbia	summer	1989	14331	0.625	38216	0
wenatchee_su	22	columbia_su	columbia	summer	1990	10861	0.619	28507	0
wenatchee_su	22	columbia_su	columbia	summer	1991	10168	0.348	15595	0
wenatchee_su	22	columbia_su	columbia	summer	1992	11652	0.457	21459	0
wenatchee_su	22	columbia_su	columbia	summer	1993	8336	0.498	16606	0
wenatchee_su	22	columbia_su	columbia	summer	1994	7035	0.341	10675	0
wenatchee_su	22	columbia_su	columbia	summer	1995	6039	0.183	7392	0
wenatchee_su	22	columbia_su	columbia	summer	1996	5822	0.319	8549	0
wenatchee_su	22	columbia_su	columbia	summer	1997	4921	0.229	6383	0
wenatchee_su	22	columbia_su	columbia	summer	1998	3965	0.166	4754	0
wenatchee_su	22	columbia_su	columbia	summer	1999	3076	0.387	5018	0
wenatchee_su	22	columbia_su	columbia	summer	2000	3614	0.473	6858	0
wenatchee_su	22	columbia_su	columbia	summer	2001	7814	0.634	21350	0
wenatchee_su	22	columbia_su	columbia	summer	2002	9038	0.746	35583	0
wenatchee_su	22	columbia_su	columbia	summer	2003	8521	0.778	38383	0
wenatchee_su	22	columbia_su	columbia	summer	2004	8114	0.797	39970	0
wenatchee_su	22	columbia_su	columbia	summer	2005	5421	0.602	13621	0
wenatchee_su	22	columbia_su	columbia	summer	2006	14454	0.59	35254	0
wenatchee_su	22	columbia_su	columbia	summer	2007	2189	0.657	6382	0
wenatchee_su	22	columbia_su	columbia	summer	2008	3072	0.522	6427	0
wenatchee_su	22	columbia_su	columbia	summer	2009	6041	0.516	12481	0
wenatchee_su	22	columbia_su	columbia	summer	2010	4648	0.576	10962	0
wenatchee_su	22	columbia_su	columbia	summer	2011	6756	0.59	16478	0
wenatchee_su	22	columbia_su	columbia	summer	2012	6293	0.604	15891	0
wenatchee_su	22	columbia_su	columbia	summer	2013	5426	0.595	13398	0
wenatchee_su	22	columbia_su	columbia	summer	2014	9270	0.673	28349	0
wenatchee_su	22	columbia_su	columbia	summer	2015	3828	0.654	11064	0
wenatchee_su	22	columbia_su	columbia	summer	2016	5312	0.63	14357	0
wenatchee_su	22	columbia_su	columbia	summer	2017	6534	0.522	13669	0
wenatchee_su	22	columbia_su	columbia	summer	2018	2767	0.596	6841	1
wenatchee_su	22	columbia_su	columbia	summer	2019	NA	NA	NA	0
methow_su	23	columbia_su	columbia	summer	1987	778	0.756	3189	0
methow_su	23	columbia_su	columbia	summer	1988	440	0.736	1667	0
methow_su	23	columbia_su	columbia	summer	1989	492	0.625	1312	0
methow_su	23	columbia_su	columbia	summer	1990	1421	0.619	3730	0
methow_su	23	columbia_su	columbia	summer	1991	566	0.348	868	0
methow_su	23	columbia_su	columbia	summer	1992	460	0.457	847	0
methow_su	23	columbia_su	columbia	summer	1993	314	0.498	625	0
methow_su	23	columbia_su	columbia	summer	1994	596	0.341	904	0
methow_su	23	columbia_su	columbia	summer	1995	596	0.183	729	0
methow_su	23	columbia_su	columbia	summer	1996	435	0.319	639	0
methow_su	23	columbia_su	columbia	summer	1997	529	0.229	686	0
methow_su	23	columbia_su	columbia	summer	1998	436	0.166	523	0
methow_su	23	columbia_su	columbia	summer	1999	573	0.387	935	0
methow_su	23	columbia_su	columbia	summer	2000	861	0.473	1634	0
methow_su	23	columbia_su	columbia	summer	2001	1122	0.634	3066	0
methow_su	23	columbia_su	columbia	summer	2002	2572	0.746	10126	0
methow_su	23	columbia_su	columbia	summer	2003	2307	0.778	10392	0
methow_su	23	columbia_su	columbia	summer	2004	1622	0.797	7990	0
methow_su	23	columbia_su	columbia	summer	2005	1672	0.602	4201	0
methow_su	23	columbia_su	columbia	summer	2006	1675	0.59	4085	0
methow_su	23	columbia_su	columbia	summer	2007	660	0.657	1924	0
methow_su	23	columbia_su	columbia	summer	2008	1194	0.522	2498	0
methow_su	23	columbia_su	columbia	summer	2009	1042	0.516	2153	0
methow_su	23	columbia_su	columbia	summer	2010	1326	0.576	3127	0
methow_su	23	columbia_su	columbia	summer	2011	1503	0.59	3666	0
methow_su	23	columbia_su	columbia	summer	2012	1593	0.604	4023	0
methow_su	23	columbia_su	columbia	summer	2013	1693	0.595	4180	0
methow_su	23	columbia_su	columbia	summer	2014	1451	0.673	4437	0
methow_su	23	columbia_su	columbia	summer	2015	3138	0.654	9069	0
methow_su	23	columbia_su	columbia	summer	2016	1464	0.63	3957	0
methow_su	23	columbia_su	columbia	summer	2017	1042	0.522	2180	0
methow_su	23	columbia_su	columbia	summer	2018	681	0.596	1684	1
methow_su	23	columbia_su	columbia	summer	2019	NA	NA	NA	NA
